MatchId,BotType,Result,TimeMs,TotalClicks
502,RandomBot,DEFEAT,0,5
503,RandomBot,DEFEAT,0,2
504,RandomBot,DEFEAT,0,2
505,RandomBot,VICTORY,0,4
506,RandomBot,VICTORY,0,3
507,RandomBot,DEFEAT,0,2
508,RandomBot,DEFEAT,0,3
509,RandomBot,DEFEAT,0,3
510,RandomBot,DEFEAT,0,3
511,RandomBot,DEFEAT,0,4
512,RandomBot,DEFEAT,0,4
513,RandomBot,DEFEAT,0,4
514,RandomBot,VICTORY,0,1
515,RandomBot,DEFEAT,0,2
516,RandomBot,DEFEAT,0,1
517,RandomBot,DEFEAT,0,3
518,RandomBot,VICTORY,0,1
519,RandomBot,VICTORY,0,1
520,RandomBot,VICTORY,0,4
521,RandomBot,DEFEAT,0,4
522,RandomBot,DEFEAT,0,5
523,RandomBot,VICTORY,0,2
524,RandomBot,DEFEAT,0,2
525,RandomBot,DEFEAT,0,4
526,RandomBot,DEFEAT,0,3
527,RandomBot,DEFEAT,0,2
528,RandomBot,VICTORY,0,2
529,RandomBot,DEFEAT,0,3
530,RandomBot,VICTORY,0,1
531,RandomBot,DEFEAT,0,6
532,RandomBot,DEFEAT,0,2
533,RandomBot,VICTORY,0,2
534,RandomBot,DEFEAT,0,6
535,RandomBot,DEFEAT,0,4
536,RandomBot,DEFEAT,0,5
537,RandomBot,VICTORY,0,2
538,RandomBot,DEFEAT,0,2
539,RandomBot,VICTORY,0,3
540,RandomBot,VICTORY,0,6
541,RandomBot,DEFEAT,0,3
542,RandomBot,DEFEAT,0,2
543,RandomBot,DEFEAT,0,2
544,RandomBot,VICTORY,0,1
545,RandomBot,DEFEAT,0,2
546,RandomBot,DEFEAT,0,2
547,RandomBot,DEFEAT,0,5
548,RandomBot,DEFEAT,0,5
549,RandomBot,DEFEAT,0,2
550,RandomBot,VICTORY,0,1
551,RandomBot,DEFEAT,0,2
552,RandomBot,VICTORY,0,2
553,RandomBot,DEFEAT,0,2
554,RandomBot,DEFEAT,0,2
555,RandomBot,DEFEAT,0,5
556,RandomBot,DEFEAT,0,3
557,RandomBot,DEFEAT,0,4
558,RandomBot,VICTORY,0,2
559,RandomBot,DEFEAT,0,3
560,RandomBot,DEFEAT,0,3
561,RandomBot,DEFEAT,0,2
562,RandomBot,DEFEAT,0,2
563,RandomBot,DEFEAT,0,3
564,RandomBot,DEFEAT,0,7
565,RandomBot,DEFEAT,0,2
566,RandomBot,VICTORY,0,1
567,RandomBot,DEFEAT,0,3
568,RandomBot,DEFEAT,0,6
569,RandomBot,DEFEAT,0,6
570,RandomBot,DEFEAT,0,6
571,RandomBot,VICTORY,0,2
572,RandomBot,DEFEAT,0,2
573,RandomBot,VICTORY,0,3
574,RandomBot,DEFEAT,0,2
575,RandomBot,DEFEAT,0,3
576,RandomBot,VICTORY,0,1
577,RandomBot,DEFEAT,0,2
578,RandomBot,DEFEAT,0,1
579,RandomBot,DEFEAT,0,2
580,RandomBot,DEFEAT,0,3
581,RandomBot,DEFEAT,0,3
582,RandomBot,DEFEAT,0,3
583,RandomBot,DEFEAT,0,3
584,RandomBot,DEFEAT,0,2
585,RandomBot,VICTORY,0,2
586,RandomBot,DEFEAT,0,3
587,RandomBot,DEFEAT,0,3
588,RandomBot,DEFEAT,0,3
589,RandomBot,DEFEAT,0,2
590,RandomBot,DEFEAT,0,1
591,RandomBot,DEFEAT,0,2
592,RandomBot,DEFEAT,0,4
593,RandomBot,DEFEAT,0,1
594,RandomBot,DEFEAT,0,2
595,RandomBot,DEFEAT,0,4
596,RandomBot,DEFEAT,0,3
597,RandomBot,DEFEAT,0,2
598,RandomBot,VICTORY,0,2
599,RandomBot,VICTORY,0,1
600,RandomBot,DEFEAT,0,3
601,RandomBot,DEFEAT,0,3
602,RandomBot,DEFEAT,0,2
603,RandomBot,DEFEAT,0,2
604,RandomBot,DEFEAT,0,5
605,RandomBot,VICTORY,0,1
606,RandomBot,VICTORY,0,3
607,RandomBot,VICTORY,0,1
608,RandomBot,DEFEAT,0,2
609,RandomBot,DEFEAT,0,2
610,RandomBot,DEFEAT,0,3
611,RandomBot,DEFEAT,0,2
612,RandomBot,VICTORY,0,2
613,RandomBot,VICTORY,0,3
614,RandomBot,DEFEAT,0,3
615,RandomBot,DEFEAT,0,3
616,RandomBot,DEFEAT,0,4
617,RandomBot,VICTORY,0,2
618,RandomBot,VICTORY,0,1
619,RandomBot,DEFEAT,0,6
620,RandomBot,VICTORY,0,3
621,RandomBot,DEFEAT,0,2
622,RandomBot,DEFEAT,0,1
623,RandomBot,DEFEAT,0,4
624,RandomBot,DEFEAT,0,3
625,RandomBot,VICTORY,0,1
626,RandomBot,DEFEAT,0,2
627,RandomBot,DEFEAT,0,4
628,RandomBot,DEFEAT,0,5
629,RandomBot,DEFEAT,0,3
630,RandomBot,DEFEAT,0,4
631,RandomBot,DEFEAT,0,2
632,RandomBot,DEFEAT,0,2
633,RandomBot,DEFEAT,0,3
634,RandomBot,VICTORY,0,1
635,RandomBot,DEFEAT,0,3
636,RandomBot,VICTORY,0,5
637,RandomBot,DEFEAT,0,5
638,RandomBot,DEFEAT,0,3
639,RandomBot,DEFEAT,0,3
640,RandomBot,VICTORY,0,3
641,RandomBot,DEFEAT,0,3
642,RandomBot,DEFEAT,0,3
643,RandomBot,DEFEAT,0,5
644,RandomBot,VICTORY,0,1
645,RandomBot,DEFEAT,0,2
646,RandomBot,DEFEAT,0,4
647,RandomBot,DEFEAT,0,5
648,RandomBot,DEFEAT,0,2
649,RandomBot,DEFEAT,0,3
650,RandomBot,DEFEAT,0,2
651,RandomBot,DEFEAT,0,2
652,RandomBot,DEFEAT,0,3
653,RandomBot,DEFEAT,0,2
654,RandomBot,DEFEAT,0,2
655,RandomBot,DEFEAT,0,2
656,RandomBot,VICTORY,0,3
657,RandomBot,DEFEAT,0,3
658,RandomBot,DEFEAT,0,3
659,RandomBot,DEFEAT,0,4
660,RandomBot,DEFEAT,0,3
661,RandomBot,DEFEAT,0,2
662,RandomBot,DEFEAT,0,6
663,RandomBot,DEFEAT,0,7
664,RandomBot,DEFEAT,0,2
665,RandomBot,DEFEAT,0,2
666,RandomBot,DEFEAT,0,2
667,RandomBot,DEFEAT,0,2
668,RandomBot,DEFEAT,0,2
669,RandomBot,DEFEAT,0,3
670,RandomBot,DEFEAT,0,5
671,RandomBot,VICTORY,0,3
672,RandomBot,DEFEAT,0,4
673,RandomBot,DEFEAT,0,3
674,RandomBot,VICTORY,0,1
675,RandomBot,VICTORY,0,1
676,RandomBot,DEFEAT,0,2
677,RandomBot,DEFEAT,0,2
678,RandomBot,DEFEAT,0,4
679,RandomBot,DEFEAT,0,1
680,RandomBot,VICTORY,0,1
681,RandomBot,VICTORY,0,1
682,RandomBot,VICTORY,0,1
683,RandomBot,DEFEAT,0,1
684,RandomBot,DEFEAT,0,2
685,RandomBot,DEFEAT,0,2
686,RandomBot,DEFEAT,0,3
687,RandomBot,DEFEAT,0,4
688,RandomBot,DEFEAT,0,4
689,RandomBot,DEFEAT,0,1
690,RandomBot,DEFEAT,0,2
691,RandomBot,DEFEAT,0,2
692,RandomBot,DEFEAT,0,2
693,RandomBot,DEFEAT,0,3
694,RandomBot,DEFEAT,0,2
695,RandomBot,VICTORY,0,5
696,RandomBot,DEFEAT,0,3
697,RandomBot,DEFEAT,0,4
698,RandomBot,DEFEAT,0,3
699,RandomBot,DEFEAT,0,2
700,RandomBot,DEFEAT,0,1
701,RandomBot,DEFEAT,0,3
702,RandomBot,DEFEAT,0,3
703,RandomBot,DEFEAT,0,3
704,RandomBot,VICTORY,0,4
705,RandomBot,DEFEAT,0,3
706,RandomBot,DEFEAT,0,1
707,RandomBot,DEFEAT,0,6
708,RandomBot,VICTORY,0,1
709,RandomBot,DEFEAT,0,2
710,RandomBot,DEFEAT,0,3
711,RandomBot,VICTORY,0,1
712,RandomBot,DEFEAT,0,2
713,RandomBot,DEFEAT,0,4
714,RandomBot,DEFEAT,0,3
715,RandomBot,DEFEAT,0,4
716,RandomBot,DEFEAT,0,5
717,RandomBot,DEFEAT,0,3
718,RandomBot,DEFEAT,0,1
719,RandomBot,VICTORY,0,4
720,RandomBot,DEFEAT,0,2
721,RandomBot,DEFEAT,0,4
722,RandomBot,DEFEAT,0,2
723,RandomBot,VICTORY,0,1
724,RandomBot,DEFEAT,0,4
725,RandomBot,VICTORY,0,1
726,RandomBot,DEFEAT,0,2
727,RandomBot,DEFEAT,0,1
728,RandomBot,DEFEAT,0,2
729,RandomBot,DEFEAT,0,2
730,RandomBot,DEFEAT,0,5
731,RandomBot,DEFEAT,0,1
732,RandomBot,DEFEAT,0,2
733,RandomBot,VICTORY,0,2
734,RandomBot,DEFEAT,0,2
735,RandomBot,DEFEAT,0,2
736,RandomBot,VICTORY,0,5
737,RandomBot,DEFEAT,0,3
738,RandomBot,DEFEAT,0,3
739,RandomBot,DEFEAT,0,4
740,RandomBot,DEFEAT,0,2
741,RandomBot,VICTORY,0,2
742,RandomBot,DEFEAT,0,4
743,RandomBot,DEFEAT,0,4
744,RandomBot,VICTORY,0,3
745,RandomBot,DEFEAT,0,8
746,RandomBot,DEFEAT,0,4
747,RandomBot,DEFEAT,0,3
748,RandomBot,DEFEAT,0,3
749,RandomBot,DEFEAT,0,1
750,RandomBot,DEFEAT,0,2
751,RandomBot,DEFEAT,0,4
752,RandomBot,VICTORY,0,1
753,RandomBot,DEFEAT,0,2
754,RandomBot,VICTORY,0,1
755,RandomBot,DEFEAT,0,3
756,RandomBot,DEFEAT,0,2
757,RandomBot,DEFEAT,0,3
758,RandomBot,DEFEAT,0,5
759,RandomBot,DEFEAT,0,2
760,RandomBot,DEFEAT,0,2
761,RandomBot,DEFEAT,0,2
762,RandomBot,DEFEAT,0,2
763,RandomBot,DEFEAT,0,2
764,RandomBot,VICTORY,0,1
765,RandomBot,DEFEAT,0,2
766,RandomBot,DEFEAT,0,1
767,RandomBot,DEFEAT,0,7
768,RandomBot,DEFEAT,0,2
769,RandomBot,VICTORY,0,1
770,RandomBot,DEFEAT,0,4
771,RandomBot,DEFEAT,0,3
772,RandomBot,DEFEAT,0,4
773,RandomBot,VICTORY,0,3
774,RandomBot,DEFEAT,0,2
775,RandomBot,VICTORY,0,1
776,RandomBot,DEFEAT,0,3
777,RandomBot,DEFEAT,0,2
778,RandomBot,VICTORY,0,2
779,RandomBot,DEFEAT,0,2
780,RandomBot,DEFEAT,0,2
781,RandomBot,DEFEAT,0,2
782,RandomBot,DEFEAT,0,2
783,RandomBot,VICTORY,0,3
784,RandomBot,DEFEAT,0,2
785,RandomBot,VICTORY,0,1
786,RandomBot,DEFEAT,0,2
787,RandomBot,DEFEAT,0,3
788,RandomBot,DEFEAT,0,4
789,RandomBot,DEFEAT,0,2
790,RandomBot,DEFEAT,0,5
791,RandomBot,DEFEAT,0,2
792,RandomBot,DEFEAT,0,2
793,RandomBot,DEFEAT,0,2
794,RandomBot,DEFEAT,0,2
795,RandomBot,DEFEAT,0,3
796,RandomBot,VICTORY,0,1
797,RandomBot,VICTORY,0,1
798,RandomBot,DEFEAT,0,2
799,RandomBot,DEFEAT,0,3
800,RandomBot,DEFEAT,0,3
801,RandomBot,DEFEAT,0,1
802,RandomBot,DEFEAT,0,4
803,RandomBot,DEFEAT,0,3
804,RandomBot,DEFEAT,0,3
805,RandomBot,DEFEAT,0,2
806,RandomBot,DEFEAT,0,6
807,RandomBot,DEFEAT,0,2
808,RandomBot,DEFEAT,0,4
809,RandomBot,VICTORY,0,1
810,RandomBot,VICTORY,0,4
811,RandomBot,DEFEAT,0,3
812,RandomBot,DEFEAT,0,2
813,RandomBot,DEFEAT,0,2
814,RandomBot,VICTORY,0,5
815,RandomBot,VICTORY,0,1
816,RandomBot,DEFEAT,0,2
817,RandomBot,VICTORY,0,5
818,RandomBot,DEFEAT,0,6
819,RandomBot,DEFEAT,0,3
820,RandomBot,DEFEAT,0,6
821,RandomBot,DEFEAT,0,2
822,RandomBot,VICTORY,0,1
823,RandomBot,DEFEAT,0,2
824,RandomBot,DEFEAT,0,1
825,RandomBot,DEFEAT,0,3
826,RandomBot,DEFEAT,0,2
827,RandomBot,DEFEAT,0,3
828,RandomBot,DEFEAT,0,3
829,RandomBot,DEFEAT,0,1
830,RandomBot,DEFEAT,0,3
831,RandomBot,DEFEAT,0,2
832,RandomBot,DEFEAT,0,8
833,RandomBot,DEFEAT,0,2
834,RandomBot,DEFEAT,0,3
835,RandomBot,DEFEAT,0,2
836,RandomBot,DEFEAT,0,3
837,RandomBot,DEFEAT,0,2
838,RandomBot,DEFEAT,0,2
839,RandomBot,DEFEAT,0,3
840,RandomBot,DEFEAT,0,3
841,RandomBot,VICTORY,0,1
842,RandomBot,DEFEAT,0,3
843,RandomBot,VICTORY,0,2
844,RandomBot,DEFEAT,0,4
845,RandomBot,DEFEAT,0,2
846,RandomBot,DEFEAT,0,2
847,RandomBot,DEFEAT,0,4
848,RandomBot,DEFEAT,0,5
849,RandomBot,VICTORY,0,1
850,RandomBot,DEFEAT,0,2
851,RandomBot,DEFEAT,0,2
852,RandomBot,DEFEAT,0,4
853,RandomBot,DEFEAT,0,2
854,RandomBot,DEFEAT,0,2
855,RandomBot,DEFEAT,0,3
856,RandomBot,DEFEAT,0,5
857,RandomBot,DEFEAT,0,3
858,RandomBot,VICTORY,0,2
859,RandomBot,DEFEAT,0,2
860,RandomBot,DEFEAT,0,1
861,RandomBot,DEFEAT,0,6
862,RandomBot,DEFEAT,0,4
863,RandomBot,DEFEAT,0,3
864,RandomBot,DEFEAT,0,1
865,RandomBot,DEFEAT,0,1
866,RandomBot,DEFEAT,0,2
867,RandomBot,DEFEAT,0,2
868,RandomBot,DEFEAT,0,2
869,RandomBot,DEFEAT,0,3
870,RandomBot,DEFEAT,0,4
871,RandomBot,VICTORY,0,1
872,RandomBot,DEFEAT,0,3
873,RandomBot,DEFEAT,0,2
874,RandomBot,DEFEAT,0,4
875,RandomBot,DEFEAT,0,2
876,RandomBot,DEFEAT,0,1
877,RandomBot,DEFEAT,0,4
878,RandomBot,DEFEAT,0,3
879,RandomBot,DEFEAT,0,3
880,RandomBot,DEFEAT,0,2
881,RandomBot,DEFEAT,0,2
882,RandomBot,DEFEAT,0,2
883,RandomBot,VICTORY,0,2
884,RandomBot,DEFEAT,0,3
885,RandomBot,VICTORY,0,4
886,RandomBot,DEFEAT,0,2
887,RandomBot,VICTORY,0,4
888,RandomBot,VICTORY,0,1
889,RandomBot,DEFEAT,0,2
890,RandomBot,DEFEAT,0,3
891,RandomBot,DEFEAT,0,2
892,RandomBot,DEFEAT,0,3
893,RandomBot,DEFEAT,0,4
894,RandomBot,DEFEAT,0,4
895,RandomBot,DEFEAT,0,4
896,RandomBot,DEFEAT,0,2
897,RandomBot,DEFEAT,0,3
898,RandomBot,VICTORY,0,4
899,RandomBot,DEFEAT,0,2
900,RandomBot,VICTORY,0,2
901,RandomBot,DEFEAT,0,2
902,RandomBot,DEFEAT,0,2
903,RandomBot,DEFEAT,0,3
904,RandomBot,DEFEAT,0,3
905,RandomBot,DEFEAT,0,3
906,RandomBot,DEFEAT,0,3
907,RandomBot,DEFEAT,0,2
908,RandomBot,DEFEAT,0,3
909,RandomBot,VICTORY,0,4
910,RandomBot,DEFEAT,0,2
911,RandomBot,VICTORY,0,2
912,RandomBot,DEFEAT,0,3
913,RandomBot,DEFEAT,0,5
914,RandomBot,DEFEAT,0,2
915,RandomBot,DEFEAT,0,2
916,RandomBot,DEFEAT,0,2
917,RandomBot,DEFEAT,0,2
918,RandomBot,DEFEAT,1,2
919,RandomBot,DEFEAT,0,3
920,RandomBot,DEFEAT,0,4
921,RandomBot,DEFEAT,0,5
922,RandomBot,DEFEAT,0,4
923,RandomBot,DEFEAT,0,4
924,RandomBot,DEFEAT,0,7
925,RandomBot,DEFEAT,0,3
926,RandomBot,DEFEAT,0,6
927,RandomBot,DEFEAT,0,2
928,RandomBot,DEFEAT,0,2
929,RandomBot,VICTORY,0,2
930,RandomBot,DEFEAT,0,3
931,RandomBot,DEFEAT,0,3
932,RandomBot,DEFEAT,0,5
933,RandomBot,DEFEAT,0,2
934,RandomBot,DEFEAT,0,3
935,RandomBot,DEFEAT,0,2
936,RandomBot,DEFEAT,0,2
937,RandomBot,DEFEAT,0,2
938,RandomBot,VICTORY,0,1
939,RandomBot,DEFEAT,0,2
940,RandomBot,DEFEAT,0,2
941,RandomBot,DEFEAT,0,4
942,RandomBot,DEFEAT,0,2
943,RandomBot,DEFEAT,0,1
944,RandomBot,VICTORY,0,3
945,RandomBot,DEFEAT,0,2
946,RandomBot,DEFEAT,0,2
947,RandomBot,DEFEAT,0,2
948,RandomBot,DEFEAT,0,3
949,RandomBot,VICTORY,0,3
950,RandomBot,DEFEAT,0,2
951,RandomBot,DEFEAT,0,3
952,RandomBot,DEFEAT,0,3
953,RandomBot,VICTORY,0,3
954,RandomBot,DEFEAT,0,4
955,RandomBot,VICTORY,0,1
956,RandomBot,DEFEAT,0,2
957,RandomBot,DEFEAT,0,4
958,RandomBot,DEFEAT,0,2
959,RandomBot,DEFEAT,0,6
960,RandomBot,DEFEAT,0,3
961,RandomBot,DEFEAT,0,2
962,RandomBot,DEFEAT,0,2
963,RandomBot,DEFEAT,0,1
964,RandomBot,DEFEAT,0,8
965,RandomBot,DEFEAT,0,3
966,RandomBot,DEFEAT,0,5
967,RandomBot,DEFEAT,0,4
968,RandomBot,VICTORY,0,1
969,RandomBot,DEFEAT,0,6
970,RandomBot,DEFEAT,0,2
971,RandomBot,DEFEAT,0,4
972,RandomBot,VICTORY,0,1
973,RandomBot,DEFEAT,0,3
974,RandomBot,DEFEAT,0,4
975,RandomBot,VICTORY,0,2
976,RandomBot,DEFEAT,0,6
977,RandomBot,VICTORY,0,1
978,RandomBot,DEFEAT,0,4
979,RandomBot,VICTORY,0,3
980,RandomBot,DEFEAT,0,2
981,RandomBot,VICTORY,0,3
982,RandomBot,DEFEAT,0,4
983,RandomBot,DEFEAT,0,2
984,RandomBot,DEFEAT,0,3
985,RandomBot,DEFEAT,0,2
986,RandomBot,DEFEAT,0,2
987,RandomBot,DEFEAT,0,2
988,RandomBot,DEFEAT,0,2
989,RandomBot,DEFEAT,0,3
990,RandomBot,DEFEAT,0,2
991,RandomBot,DEFEAT,0,2
992,RandomBot,DEFEAT,0,3
993,RandomBot,VICTORY,0,2
994,RandomBot,DEFEAT,0,2
995,RandomBot,DEFEAT,0,3
996,RandomBot,VICTORY,0,4
997,RandomBot,DEFEAT,0,4
998,RandomBot,DEFEAT,0,2
999,RandomBot,DEFEAT,0,2
1000,RandomBot,DEFEAT,0,1
